2024-06-03 19:54:33,813 WARN  SumoGuiAmbassador - The file scenarios/npr/sumo/sumo_config.json does not exist.
2024-06-03 19:54:39,709 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_97" received at simulation time 689000000000 ns (subscribe=true)
2024-06-03 19:54:39,709 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_98" received at simulation time 689000000000 ns (subscribe=true)
2024-06-03 19:54:39,709 INFO  SumoGuiAmbassador - VehicleRegistration from RTI "veh_99" received at simulation time 689000000000 ns (subscribe=true)
2024-06-03 19:54:39,709 INFO  SumoGuiAmbassador - Adding new vehicle "veh_96" at simulation time 689000000000 ns (type=Car, routeId=r_2, laneId=best, departPos=0.00)
2024-06-03 19:54:39,710 INFO  SumoGuiAmbassador - Adding new vehicle "veh_97" at simulation time 689000000000 ns (type=Car, routeId=r_1, laneId=best, departPos=0.00)
2024-06-03 19:54:39,711 INFO  SumoGuiAmbassador - Adding new vehicle "veh_98" at simulation time 689000000000 ns (type=Car, routeId=r_3, laneId=best, departPos=0.00)
2024-06-03 19:54:39,712 INFO  SumoGuiAmbassador - Adding new vehicle "veh_99" at simulation time 689000000000 ns (type=Car, routeId=r_5, laneId=best, departPos=0.00)
2024-06-03 19:54:39,761 INFO  SimulationFacade - Removed vehicle "veh_96" at simulation time 706000000000ns
2024-06-03 19:54:39,766 INFO  SimulationFacade - Removed vehicle "veh_98" at simulation time 708000000000ns
2024-06-03 19:54:39,767 INFO  SimulationFacade - Removed vehicle "veh_97" at simulation time 709000000000ns
2024-06-03 19:54:39,771 INFO  SimulationFacade - Removed vehicle "veh_99" at simulation time 712000000000ns
